category,text
sport,2004: an irish athletics year 2004 won t be remembered as one of irish athletics  great years.  the year began with that optimism which invariably and unaccountably  seems to herald an upcoming olympiad. but come late august  a few hot days in the magnificent stadium in athens told us of the true strength of irish athletics - or to be more accurate  the lack of it. sonia o sullivan s olympic farewell apart  there was little to stir the emotions of irish athletics watchers. but after the disastrous build-up to the games  we shouldn t have been surprised. at the start of the year  an o sullivan had been earmarked as ireland s best medal prospect but as it turned out  walker gillian never even made it to the start line because of injury. less than a week before the olympics  the sport was rocked by news that 10 000m hope cathal lombard had tested for the banned substance epo. lombard s shattering of mark carroll s national 10 000m record in april had already set tongues wagging but even the most cynical of observers  were surprised when he was rumbled after an irish sports council sting operation. the corkman quickly held his hands up in admission and was promptly handed a two-year ban from the sport.  back at pre-olympic ranch in greece  it must have seemed that things couldn t have got any worse but they very nearly did with walker jamie costin lucky to escape with his life after being involved in a car crash near athens. once the track and field action began in athens  a familiar pattern of underachievement emerged although alistair cragg s performance in being the only athlete from a european nation to qualify for the 5 000m final did offer hope for the future. our beloved sonia scraped into the women s 5k final as a fastest loser and for a couple of days  the country attempted to delude itself into believing that she might be in the medal shake-up. as it happened  she went out the back door early in the final although there was nothing undignified about the way that she insisted on finishing the race over a minute behind winner meseret defar. it later transpired that sonia had been suffering from a stomach bug in the 48 hours before the final although typically  the cobhwoman played down the effects of the illness. amazingly  she was back in action a couple of weeks later when beating a world-class field at the flora lite 5k road race in london and while her major championship days may be over  it s unlikely that we have seen the last of her in competition. at least sonia managed to make it to athens. at the start of the year  several northern ireland athletes had genuine hopes of qualifying for the games but come august  an out-of-form and injured paul brizzel was the lone standard bearer for the province. the ballymena man gave it a lash but his achilles problem  and a bad lane draw  meant a time of 21.00 and an early exit.  james mcilroy  gareth turnbull  zoe brown and paul mckee all had to be content with watching the athens action on their television screens. 800m hope mcilroy never got near his best during the summer and a fourth place in the british trials effectively ended his hopes of making the plane. the injury-plagued turnbull gamely travelled round europe in search of the 1500m qualifying mark but 3:39 was the best he could achieve  after missing several months training during the previous winter. a lingering hamstring probem and a virus wrecked mckee s athens ambitions and both he and turnbull deserve a slice of better fortune in 2005. pole vaulter brown had hoped for a vote of confidence from the british selectors after she had achieved the athens b standard but the call never came. as the summer ended  stalwarts catherina mckiernan and dermot donnelly hung up their competitive spikes. mckiernan had to candidly acknowledge that time had crept up on her after several injury-ravaged years. donnelly and his annadale striders team-mates later suffered tragedy when their friend and clubman andy campbell was found dead at his home on 18 december. a large turnout of athletics-loving folk turned out in west belfast to offer their respects to the campbell family and andy s many friends. as only death can  it put the year s athletics happenings in a sharp perspective.
tech,microsoft plans  safer id  system microsoft is planning to make windows and internet explorer more secure by including software to give people more control over personal information.   info cards  will help people manage personal details on their pcs to make online services safer  said microsoft. microsoft s two previous programs  passport and hailstorm  aimed to protect users but were criticised. id fraud is one of the uk s fastest-growing crimes  with criminals netting an estimated £1.3bn last year. a quarter of uk adults has either had their id stolen  via hi-tech or other means  or knows someone who has  a recent report by which  magazine found.  microsoft is developing a new version of internet explorer browser and its operating system  windows  which has been code-named longhorn. michael stephenson  director in microsoft s windows server division  would not confirm however whether the new info cards id system will be built into the current windows xp version or longhorn.   we re trying to make the end-user experience as simple as possible   mr stephenson said. the system would differ from its previous attempts to make online transactions more secure  said microsoft. while passport and hailstorm stored user information centrally on the net  the latest system will store data on a user s pc.  it s going to put control of digital ids into the hands of an end-user  the end-user will be in full control   said mr stephenson.  hailstorm was criticised by privacy campaigners for putting too much sensitive information into the hands of a single company. passport provides a single log-in for more than one website and stores basic personal information. but its popularity suffered after security scares. up to 200 million passport accounts were left vulnerable to online theft and malicious hackers after a flaw in the system was exploited in 2003. online auction site  ebay  stopped supporting it in january 2005. although the flaw was fixed  microsoft has come under regular criticism for the number of security loopholes in internet explorer. last year  it released a major security update for windows  service pack 2  to combat some of the security concerns. longhorn is due to be released commercially in late 2006  but an updated version of internet explorer is due for release later this year.
politics,msps hear renewed climate warning climate change could be completely out of control within several decades  the scottish environment protection agency is warning a committee of msps.  experts are giving evidence on the subject to the scottish parliament s environment committee. officials believe nuclear energy and wind farms may be better options than trying to tackle global warming. solutions suggested by conservationists include reducing internal uk air travel and boosting electric trains. the evidence is part of the committee s inquiry into the impact of climate change in scotland. sepa is attempting to curb global warming gases  as pollution from transport emissions increases.  ecologists are warning msps that scotland may have to accept  significant intrusion  from wind farms. it is likely also that nuclear power will be needed for possibly several decades. sepa predict that the two methods will remain as energy sources until climate change is under control. experts studying the seas off scotland s west coast have already forecast more devastating weather of the type which caused havoc across the country last month.  they predicted that damaging storms will become more frequent. researchers from the university of the highlands and islands and southampton have been looking at wave heights in the atlantic over the last nine years. the project was conducted jointly by the environmental research institute in thurso  which is part of the university of the highlands and islands (uhi) millennium institute network  and the southampton oceanography centre. scientists carried out a series of studies  including the use of satellites to assess wave heights in the seas around the west coast and the hebrides.
tech,the pirates with no profit motive two men who were part of a huge network of internet software pirates  known as drink or die  have been convicted at the old bailey. bbc news investigates how the network worked and what motivated those involved.  they called themselves drink or die (dod). they were a network of computer buffs who derived pleasure from cracking codes protecting copyrighted software such as windows 95. they would then share it with each other. there is no suggestion any of them profited financially. but the authorities in both britain and the united states considered it software piracy and took a dim view of networks such as dod  one of a number of so-called warez organisations operating on the internet. in october 2000 the us customs service began an investigation into dod and other networks  such as razor 1911  risciso  myth and popz.  fourteen months later us customs co-ordinated a series of raids across the globe as part of operation buccaneer. seventy search warrants were executed in the us  britain  australia  norway  sweden and finland. at least 60 people were arrested worldwide - 45 of them in the us. among the leaders of the network were americans john sankus - known by his internet nickname eriflleh (hellfire spelt backwards) - richard berry  kent kartadinata and christopher tresco  who used a server based at the prestigious massachusetts institute of technology (mit).  the longest jail sentence - 46 months - was handed down to sankus  a 28-year-old from philadelphia. us attorney paul mcnulty said at the time:  john sankus and his techno-gang operated in the faceless world of the internet and thought they would never be caught.  they were wrong. these sentences  and those to follow  should send a message to others entertaining similar beliefs of invincibility.  but one man still in legal limbo is british-born australian hew raymond griffiths  who is still fighting against extradition to the us.  us customs claimed mr griffiths was one of dod s leaders but his lawyer  antony townsden  told the bbc news website it was a laughable suggestion and added:  he was living on welfare and had such an old computer that he couldn t even download software.  the allegation that he was the group s co-leader is illusory. he had the least technical skills of anyone  he couldn t crack any codes and he has only been called a leader because he was a loudmouth who wrote a lot on their messageboard.  mr townsden said if he had committed any crimes he should be prosecuted in australia  not the us. he claimed the australian government s decision to accept the extradition request was typical of their current  acquiescent  attitude to the us.  mr griffiths is expecting to hear this week the outcome of his appeal against the decision to extradite him. those involved would give themselves internet aliases which would act in the same way as tags used by graffiti artists. they could then brag about their code-cracking abilities without giving away their real identities. alex bell  whose trial at the old bailey ended on friday  was known as mr 2940 - after a computer device - while his co-defendant steven dowd s nickname  curiously  was tim.  a spokesman for us immigration  customs and enforcement  dean boyd  said dod did not appear to be motivated by money. their motivation was the kudos which surrounded being able to crack sophisticated software. he told the bbc news website:  primarily they were just interested in how fast they could crack the code. it was all about underground notoriety.  but mr boyd pointed out that once the software had been distributed on the internet it fell into the hands of organised criminals who were able to mass produce pirated software at zero cost.   it cost us industries a lot of money  billions of dollars   he said. mr boyd said:  it was truly global in scope. we raided a number of universities  including duke (in north carolina) and mit  and found that several of the people involved were employed by major computer corporations.  they would go home from work in the evenings and get involved in this warez culture.  warez groups  which began to surface in the early 1990s  operate according to a strict code of honour.  for example if one group cracked the software first its rivals would respect that achievement and not seek to claim it themselves. mr boyd said the destruction of dod was a great coup but he added:  i m not going to sit here and say we have sorted the problem. there are still hackers and people who do this for fun.  internet piracy of computer software remains a gigantic problem.  a spokesman for the business software alliance said:  dod members claim they did not profit at all. but they did profit by getting access to very expensive servers.  he said dod and other warez groups were fostering a  culture of piracy  on the internet. he said 29% of computer software in britain was believed to have been pirated and this cost £1bn in revenue for software companies  their suppliers and distributors.  it may seem like a victimless crime but it touches more people than you might care to believe.
politics,kilroy launches  veritas  party ex-bbc chat show host and east midlands mep robert kilroy-silk has said he wants to  change the face of british politics  as he launched his new party.  mr kilroy-silk  who recently quit the uk independence party said  our country  was being  stolen from us  by mass immigration. he told a london news conference that veritas - latin for  truth  - would avoid the old parties   lies and spin . ukip leader roger knapman says he was glad to see the back of mr kilroy-silk.  mr kilroy-silk promised a  firm but fair  policy on immigration and said they hoped to contest most seats at the forthcoming general election. he said veritas would also announce detailed policies on crime  tax  pensions  health and defence over the next few weeks. and he announced the party would be holding a leadership election. on thursday he is due to announce which constituency he will run in at the next general election - that will come amid speculation he has his sights set on defence secretary geoff hoon s ashfield seat. he was joined in the new venture by one of ukip s two london assembly members  damien hockney who is now veritas  deputy leader. ukip s chairman petrina holdsworth has said the group will just be a parody of the party the men have left.  mr kilroy-silk announced his decision to quit ukip at a public meeting in hinckley  leicestershire last week. it came after months of tension as he vied unsuccessfully for the leadership of that party. he said he was ashamed to be a member of a ukip whose leadership had  gone awol  after the great opportunity offered by its third place at last june s european elections.  while ukip has turned its back on the british people  i shall not   he said.  i will be standing at the next general election. i shall be leading a vigorous campaign for the causes i believe in.  and  unlike the old parties  we shall be honest  open and straight.   mr hockney also left ukip saying mr kilroy-silk would  deliver better  as the leader of a eurosceptic party. a spokesman for ukip called on mr hockney to quit the london assembly. the party asserts that mr hockney  has a moral obligation  if not a legal one  to stand down. its leader  roger knapman  has said he is glad to see the back of mr kilroy-silk.  he has remarkable ability to influence people but  sadly  after the [european] election it became clear that he was more interested in the robert kilroy-silk party than the uk independence party so it was nice knowing him  now  goodbye    he said. ukip officials also argue mr kilroy-silk has not been  straightforward  in attacking the party he once wanted to lead.  this is just what the europhiles pray for. as the main eurosceptic party  ukip should try to resolve its differences with kilroy to show a united front and give the uk public a serious political voice against europe. having multiple parties with the same view point just splits the vote further.  thank goodness that kilroy-silk has gone - now ukip at least has a chance in the election!  it is very sad to see the cause of britain regaining its proper relationship with europe damaged by this split within ukip. robert kilroy-silk could have a lot to offer. instead we have a split party and a damaged cause. under the present electoral system  people must work together  and small parties have no hope of representation. last summer  ukip achieved a major advance  partly and only partly due to kilroy-silk. it is a great shame this has been dissipated in in-fighting.  ukip has a wide platform of policies  not just withdrawal from the eu. this kilroy-silk conveniently ignores in the comments surrounding the launch of his own party. neither the english democrats nor the new party were interested in letting him join them and take over their leadership speaks volumes. veritas is the beginning of the end for kilroy-silk.  if he believes in truth and democracy then he and the two assembly members should resign and force a by-elections to stand on their own platform rather than this backdoor approach to politics of being elected for one party then defecting to another.  so ukip was good enough for him to lead  not good enough for him to follow!  interesting that a party committed to plain speaking should have a latin name!  every opinion poll points to an overwhelming anti-europe feeling in this country. kilroy-silk could be on the verge of something huge if he can broaden his appeal beyond this one issue. he is an extremely able communicator with years of political experience. we wants quality schools  top hospitals  clean and efficient public transport  punishments that fit the crime  limited asylum  a purge on bureaucracy and less taxes. it needs courage and honesty  two qualities sadly lacking in our politicians. kilroy-silk may just have those very qualities. recruit the right colleagues  robert  and your time may have come!  well if you cannot get enough limelight being an ordinary mp then go out and start up your own party. it s all flash and no real policy here  let s hope this is the start of both ukip and kilroy-silk slipping into obscurity.  veritas  the name will doom it. but perhaps i am wrong for surely all modern schoolchildren will understand it since they do still learn latin in the classroom do they not  the whole essence of what rks represents is euroscepticism  so explain to me how the too-twee label of veritas symbolises that
business,ukraine steel sell-off  illegal  the controversial sell-off of a ukrainian steel mill to a relative of the former president was illegal  a court has ruled.  the mill  krivorizhstal  was sold in june 2004 for $800m (£424m) - well below other offers. president viktor yushchenko  elected in december  is planning to revisit many of ukraine s recent privatisations. krivorizhstal is one of dozens of firms which he says were sold cheaply to friends of the previous administration.  on wednesday  prime minister yulia tymoshenko said as many as 3 000 firms could be included on the list of firms whose sale was being reviewed.  mr yushchenko had previously said the list would be limited to 30-40 enterprises. more than 90 000 businesses in all  from massive corporations to tiny shopfronts  have been sold off since 1992  as the command economy built up when ukraine was part of the soviet union was dismantled. analysts have suggested that the government needs to avoid the impression of an open-ended list  so as to preserve investor confidence.  thursday s ruling by a district court in perchesk overturned a previous decision in a lower court permitting the sale. the consortium which won the auction for the mill was created by viktor pinchuk  son-in-law of former-president leonid kuchma  and rinat akhmetov  the country s richest man. the next step is for the supreme court to annul the sale altogether  opening the way for krivorizhstal to be resold. mr yushchenko has suggested a fair valuation could be as much as $3bn. one of the foreign bidders who lost out  steel giant lnm  told bbc news that it would be interested in any renewed sale.
politics,minimum wage increased to £5.05 the minimum wage will rise in october  benefiting more than 1m people  the government has announced.  adults must be paid at least £5.05 an hour  up from £4.85  while 18 to 21 year olds will be paid £4.25. the recommendations came from the low pay commission which said the number of jobs had continued to grow since the minimum wage was introduced in 1999. businesses wanted it frozen  warning more rises could damage competitiveness but the unions want a £6 rate.  a further increase in the adult rate to £5.35 an hour is provisionally scheduled for october 2006. according to the commission  many businesses had found the last two significant increases in the minimum wage  challenging .  we have therefore recommended only a slight increase above average earnings  and concentrated it in the second year to allow business more time to absorb the impact   said chairman adair turner. the government says most of those on the minimum wage are women - with many working in cleaning  catering  shops and hairdressing.  unveiling the latest increase  mr blair said he wanted the minimum wage to become a  symbol of decency and fairness .  for too long  poverty pay capped the aspiration and prosperity of far too many hard-working families   he said.  too often  people were told to make a choice between the indignity of unemployment or the humiliation of poverty pay.  chancellor gordon brown and transport secretary alistair darling promoted the news in edinburgh  wales secretary peter hain and welsh first minister rhodri morgan in cardiff and northern ireland minister john spellar in belfast. the government has not accepted the commission s recommendation that 21-year-olds should be paid at the adult rate  but says it will look again at the rate later on. mr brown said:  we want to do nothing that can damage the employment opportunities for young people  particularly young people entering the labour market for the first time.  the government has said it will look at tougher action against the small number of employers who consistently refuse to pay the minimum wage.  the national minimum wage is currently set at £4.85 per hour for those aged 22 and above  and at £4.10 for those aged 18 to 21. a £3 per hour minimum wage was introduced last october for 16 to 17-year-olds  but apprentices are exempt. the trade unions congress welcomed the increase  but has called for a £6 minimum wage by next year. but the confederation of british industry (cbi) called for a  pause year  to assess the impact of the above inflation rise in the minimum wage in october. and david frost  director of the british chambers of commerce  said:  the level of increase each year has increased by rates far outstripping the rates of inflation.  what employers are saying to us now is that it s at a level where it s starting to bite into the competitiveness of companies right across the country.   the liberal democrats  economics spokesman vincent cable said he supported the move to raise the minimum wage.  it s not just good for the workers themselves but it lifts them out of benefits and therefore is good for the exchequer too   he said. conservative leader michael howard said he accepted the principle of the minimum wage and would not  seek to disturb  the increase. speaking on bbc radio 4 s woman s hour  mr howard hinted the tories might go into the general election with a promise to cancel income tax for the lowest-paid workers.  there are people on very low salaries  very low incomes indeed who really shouldn t be paying income tax   he said.  it would be better to decrease taxes on earnings below £12 000 a year  with say no tax on below £6 000. the losses in tax can be recouped by having a 50pc tax band for people making over £100 000. our minimum wage is going to be effectively almost twice the us minimum wage  yet our economy per person is only 2/3rds of the us! perhaps  we have to really starting questioning why some products cost 50-60% more here than they do in the us. this combined with the tax decreases would make the pounds the low-paid people do make go much further.  it s still not good enough! i got a part time job at 16 when i was doing my a-levels in an attempt to get a little money saved for uni. this was only 2 years ago and i was getting paid £2.75 an hour  and working as hard as any of the older staff  maybe it s about time 16 - 21 year olds got a fair wage!  we must remember that the minimum wage is only part of the picture and must not rise to a level that makes employing people unattractive and encourages businesses to send work and therefore jobs abroad. still government and local councils employ staff via their contractors that pay at the minimum wage or very close to it. an easy way for the government to do as it preaches would be to insist on floor pay levels for all government workers and take tens of thousand of civil servants out of the social security system all together.  any increase is certainly welcome news. however for all those whining about the pressures of an increase in the minimum wage i would simply ask them:  would you be happy to work for less than £5.05 an hour  . thought not ... so then  don t expect others to either.  i can t believe that so many of these comments are against the minimum wage! also i personally take great offence at the insinuation that people earning minimum wage were lazy at school if everyone went to university then who would serve you in the supermarkets and clean up after you  it s about time that these hardworking people are rewarded with only what they deserve and have earned fair pay and a bit of respect wouldn t go a miss either. br /&gt;  this is good news. the minimum wage has put a sense of equality back into a worker s relationship with their employer. wages are supposed to be a fair reflection of an employee s efforts. for too long wages were a point of exploitation - what could an employer get away with. in very simplistic terms this put a pressure to keep low-paid wages low. with the minimum wage this downward pressure is at least partly removed.  it is also interesting to read the comments from so called business leaders. they are the first to defend the rights and privileges of boards to award fat-cat salaries  bonuses and pension rights to the select few but they are the first to attack policies that are put in place to merely defend the rights of those that really make those fat cats purr!  i feel there are both negatives and positives to the increase  on one hand some businesses will struggle to stay afloat but on the other hand in today world many young people can t afford to move out as property costs too much and only by earning more will they be able to get on in life. its true many may get complacent but the minimum wage could be looked at as more of a stepping stone rather than a hand out.  here come the usual whines about how difficult it will be for businesses! we all remember michael howard s protestations that the minimum wage would cost a million jobs when it was introduced - funny how he s gone quiet on that one! jobs have continued to increase since this humane legislation was brought in. i think if any job is worth doing then it s worth being paid a fair wage for  and £5.05 is hardly a fortune. if your business cannot pay its workers a decent wage then maybe it s not being run properly and if it folds  a better-run company will take over its duties and employ more people  so everybody wins except incompetent business owners!  great keep at it tony  i remember the despair of the 80s and the low wages employers got away with. at last we can make a difference to people and reward them for working. we can t afford not to pay a decent wage. it s not a jobs at any price economy  goodbye sweatshops hello decency.  the increase in minimum wage is a good thing. living in the southwest where house prices and rent have increased hugely (like the rest of the country) over the past 5 years has made living for you average 18-21 years old very difficult. in the south west the increase in living costs have not been matched by an increase in pay  for example a job i did in plymouth was underpaid to an equivalent worker in exeter by 75p an hour. hopefully the increase in the minimum wage will bring in to balance pay on a regional and national level  and in turn allow people like myself who do work hard  but might never earn a 6 figure salary the chance to branch out on our own.  i work at a large hospital where the contractors providing all ancillary services - domestic  catering & portering etc - pay the minimum wage of £4.85 as the basic rate. someone has to do these unglamorous jobs and earn enough to live decently. how dare people suggest we are lazy or complacent for accepting these jobs and these wages  who do they think will be carrying out these public service jobs if contractors are allowed to pay as little as their consciences allow   this is definitely the right step in the right direction. it shows that this government cares for the low income earners as well. this is a million votes more. good strategy isn t it   although i would not deny people the minimum wage increase  its timing stinks. i am quite prepared for a raft of  bribes  to come from the government before the election and a raft of taxes afterwards  they are playing us for the fools they think we are.  this is extremely bad news for any business - whether they are small and medium enterprises or even large companies. by increasing overheads  for business  there will be an almost certain rise in costs to the consumer who while they openly welcome the idea of an increase in the minimum wage are the same people who still want to buy that shirt  or that pair of trainers for next to nothing. the extra cost this increase will bring  will only be reflected in the price of the goods we buy  which  in turn will only serve to discourage companies from setting-up business in the uk  or encourage those companies already based here to look elsewhere. the jubilation felt by  low-paid  workers here will soon give way to misery as they lose their jobs.  this will only lead to a reduction in jobs. why have many of the call centre jobs gone to india. blair say s the economy is  strong and stable economy  however consumer debt and the country s debt is at its highest and now they heap this onto businesses  that will have no choice but to cut the workforce.  the timing cannot be coincidental. this is blatant electioneering and should be exposed as such.  andrew in derby complains that raising the minimum wage is  blatant electioneering . i don t mind if it is. in our degraded democracy  elections are the one time when elites really have to worry about doing something concrete for the majority. my only complaint is the paltry figures being discussed. if my maths is right  a 35 hour week at £5.05 gives you an annual income just over £9 000 and raising it to £6 leaves it under £11 000. the unions should be putting the government under pressure for much more. businesses complaining might like to take a look at corporate pay  shareholder payouts and profits before wondering if paying a living wage is really a controlling factor in the viability of their firm.  i am all for lifting the minimum wage of workers to a reasonable level  but we have to accept that with this will come competition from overseas workers. also small businesses will have to be able to afford this manpower cost. we are already seeing a sweeping change in it work being lost to india where people are paid much less. it is difficult for me to understand that only five years ago cheap labour abroad was classified as  sweat shop   but now we are told it is global competition. with our manufacturing industry in serious decline the country cannot be entirely service industries without something tangible to serve. there has to be something at the top of the food chain and that is manufacturing. the whole picture needs to be looked at.  this is great news  but that might be because i work for minimum wage. seems a good idea and will hopefully be an incentive to those who live to claim to actually get a job. when you can  earn  more from claiming than you can from work  there is no incentive. perhaps a step in the right direction.  if the tuc get their way a very large number of smes will have to close - this will put more people out of work. how then will the government fudge the unemployment figures! the government know it is not big business that keeps the economy going but the smes but we always get overlooked  they will only take notice if these large corporations close and move to other countries  after all they are predominantly owned by foreign companies. we are a specialist company but with these increases have already had an effect on us and we have lost work another one will close us.  while i m delighted for those on low pay that this increase is being put forward  i am extremely concerned at the implications for small businesses. as an employee for a small nursery  i know this increase will cause great hardship for my employer  who has been unable to increase salaries for higher paid employees because of last october s increase for the lower paid employees - who were originally being paid slightly above the minimum but are now on the minimum. this latest increase of 20p an hour will cause even more financial hardship. if the rate rises to £6 then i can foresee many small businesses having to pay off employees.  the increase in minimum wage will have a serious effect on my business. although we pay above the minimum level we will have to increase our pay rates to maintain the differential. the raise is well above inflation and without significant increases in sales  it will mean that i will not be taking on a new member of staff as planned and i will be looking to reduce the total hours worked by the other members of staff  overtime being the first to go.  i currently employ 42 staff whose wages mirror the national minimum wage. increases above inflation are fine but all of my business is conducted with local authorities who will not accept above inflation rises in my service delivery. 80% of my costs are labour. the other aspect that is always hidden is that the thresholds for tax credits do not move in line with these increases so that all that happens is that employees tax credit support is reduced by the amount of the increase  thereby saving the government money but increasing the financial burden on small to medium businesses  it is very good that the government has decided to increase the minimum wage - this should hopefully motivate people to undertake the  lower status  jobs.  i know about this great idea - don t bother getting qualifications  laze about at school  no need to do anything other than attend so your parents don t get fined because remember  when you do eventually start working  doesn t matter how lazy you are  you ll be guaranteed a decent wage. the ones who suffer are the employers.  i hope that if industry and business have to pay this new rate that mr blair and mr brown will increase tax allowances and raise national insurance thresholds so that the treasury won t take some of this increase off the people they say they are helping  or is this just another form of stealth tax on business through the back door   i don t believe in the minimum wage at all! i think jobs should create their own wage value and that if people want higher wages they should earn them. now  before everyone thinks that i am some  rich-kid   i can assure you i am not. i came from a very much working class background and started work 20 years ago on a youth opportunity program earning £25 per week. i worked hard  went to college part time  got my a-levels and degree & bettered myself. i now earn a 6 figure salary. i did that through hard work and getting off my backside. a minimum wage just makes people complacent.  to ashley  of swindon: when you earned £25 per week  it was worth something. these days that £25 would need to be near to £60 to have the equivalent buying power. i might add  that thanks to successive governments holding down the tax allowance threshold below inflation  people earning the minimum wage are paying taxes that they never would have done 10 years ago at equivalent wages.  in my day  type arguments are a view that belong in the  your day  - 20 years ago!  as a graduate working for minimum wage  i welcome any increase of pay i can get. i disagree with ashley  swindon saying i have to work harder to get more pay. i have my gcse s a-levels and a degree and have chosen to work for a small business that can t afford the wages i should be getting  i should be on at least 3x what i m getting but they can t afford it. we all work hard but the money is just not there. but on the plus side i love my job and wouldn t change it just to get more pay.  as an employer of staff in several shops the last rise in the minimum wage cost my company an additional £5000 per year. these next rises will cost me more. i have to get the money from somewhere so pass it on to customers. so no one really wins in the end.  in answer to emma from sleaford regarding no one really wins in the end... on the contrary mr blair wins - he wins because he obviously has announced this to be a vote winner and his treasury wins because as an employer you will know that the amount of tax and national insurance that the government will receive from all the minimum wage increases will rise and of course not only will be paying out higher wages but as an employer higher employer ni contributions as well. if the minimum wage increases again and if it hits anywhere near the £6.00 mark there will be 12 more people on the employment line and one more small business going bankrupt - namely mine. think of us employers as well mr blair  we are not all big corporations earning millions.  all workers should be entitled to a fair day s pay for a fair day s work. how many people on the minimum wage have any hope of obtaining a mortgage or saving towards retirement   it is good news for many asians living in uk. students who do odd jobs can increase their income and can help there family in their home country. i thank mr. blair and his government for increase in the national minimum wage.
entertainment,oscar host rock to keep it clean oscar host chris rock said he will steer clear of bad language when he fronts the awards on 27 february.  the comedian  who recently got into trouble for poking fun at the ceremony  is renowned for his heavy use of expletives during his stand-up routine. the live ceremony will be broadcast with a transmission delay on us network abc to ensure swear words are removed.  i ve been on tv and been funny not cursing   he said during an interview for cbs network s 60 minutes show.  as far as content is concerned  i will talk about the movies. i m not really worried about it. i m sure abc might be more worried about it than me   he added.  the 40-year-old comedian caused a furore when he said in an interview with us magazine entertainment weekly recently that he hardly ever watched the oscars and labelled awards ceremonies  idiotic . the show s producers defended rock and confirmed that he would still be presenting the oscar ceremony  saying his comments were  humorous digs . meanwhile  the academy has announced that oscar-nominated actress natalie portman will present an award at the ceremony. portman  who has been nominated for a best supporting actress gong for her role in mike nichols  closer  joins a growing list of stars set to bestow an award at the ceremony including dustin hoffman  drew barrymore  renee zellweger and british-born actress kate winslet.
sport,davenport puts retirement on hold lindsay davenport has put any talk of retirement on hold after having a largely injury-free 2004 campaign.  the 28-year-old world number one had said that she would quit at the end of last year  but after a successful season she has had a change of heart.  finally i felt i put myself in a position to try and win grand slams again   said davenport.  it would be tough to walk away when i feel like i can contend so there s no point in hanging it up quite yet.  davenport has won three grand slams  the 2000 australian open  wimbledon in 1999 and the 1998 us open. her career has been hit by a series of injuries but last year she started hitting top form and won seven titles. she was due to take part in this week s hopman cup in perth but decided she wanted to rest her knee.  i just really wanted to make sure my right knee was going to be able to really withstand all the rigours of the whole year coming up   she said.
business,buyers snap up jet airways  shares investors have snapped up shares in jet airways  india s biggest airline  following the launch of its much anticipated initial public offer (ipo).  the ipo for 17.3 million shares was fully sold within 10 minutes of opening  on friday. analysts expect jet to raise at least 16.4bn rupees ($375m; £198m) from the offering. interest in jet s ipo has been fuelled by hopes for robust growth in india s air travel market.  the share offer  representing about 20% of jet s equity  was oversubscribed  news agency reuters reported. jet  which was founded by london-based travel agent naresh goyal  plans to use the cash to buy new planes and cut its debt. the company has grown rapidly since it launched operations in 1993  overtaking state-owned flag carrier indian airlines. however  it faces stiff competition from rivals and low-cost carriers. jet s ipo is the first in a series of expected share offers from indian companies this year  as they move to raise funds to help them do business in a rapidly-growing economy.
business,winter freeze keeps oil above $50 oil prices carried on rising on wednesday after cold weather on both sides of the north atlantic pushed us crude prices to four-month highs.  freezing temperatures and heavy snowfalls took crude oil prices past $50 a barrel on tuesday for the first time since november. declines in the dollar have also contributed to the rising oil price. us crude was trading at $51.39 at 0710 gmt in asian electronic trade on wednesday. a barrel of us crude oil closed up $2.80 at $51.15 in new york on tuesday. opec members said on tuesday that  given such high prices  the cartel saw no reason to cut its output.  although below last year s peak of $55.67 a barrel  which was reached in october  prices are now well above 2004 s average of $41.48. brent crude also rose in london trading  adding $1.89 to $48.62 at the close.  much of western europe and the north east of america has been shivering under unseasonably low temperatures in recent days. the decline in the us dollar to a five-week low against the euro has also served to inflate prices.  the primary factor is the weak dollar   said victor shum  a singapore-based analyst with purvin and gertz. expectations that a rebound in the dollar would halt the oil price rise were not immediately borne out on wednesday morning  as oil prices carried on upwards as the dollar strengthened against the euro  the pound and the yen.  several opec members said on tuesday that a cut in production was unlikely  citing rising prices and strong demand for oil from asia.  i agree that we do not need to cut supply if the prices are as much as this   fathi bin shatwan  libya s oil minister  told reuters.  i do not think we need to cut unless the prices are falling below $35 a barrel   he added.
